run_id,classifier,detector,codebook_size,spatial_pyramid,pyramid_levels,dense_sift,dense_step,dense_scales,fold_1_train_acc,fold_1_val_acc,fold_2_train_acc,fold_2_val_acc,fold_3_train_acc,fold_3_val_acc,fold_4_train_acc,fold_4_val_acc,fold_5_train_acc,fold_5_val_acc,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,final_train_acc,test_acc,clf_params
0,SVM,SIFT,512,None,1,False,8,[16],0.4703261962925708,0.3364002300172513,0.47233797959476936,0.32489936745255893,0.46953147456165567,0.314367816091954,0.4757114113250934,0.33045977011494254,0.47628628916355276,0.3367816091954023,0.47283867018752834,0.0027437010514126453,0.32858175857442184,0.008336535713644367,0.4661991262359163,0.32545454545454544,"{'kernel': 'linear', 'C': 1.0, 'class_weight': 'balanced', 'gamma': 'scale'}"
1,SVM,SIFT,512,None,1,False,8,[16],0.7706567035493606,0.35365152386428983,0.7644776548354648,0.3375503162737205,0.7640126473124461,0.33045977011494254,0.7720609370508766,0.3425287356321839,0.7618568554182237,0.3413793103448276,0.7666129596332744,0.003999349968467652,0.3411139312459929,0.007556107824225981,0.7415497815589791,0.3386363636363636,"{'kernel': 'rbf', 'C': 1.0, 'class_weight': 'balanced', 'gamma': 'scale'}"
2,HistIntersectionSVM,SIFT,512,None,1,False,8,[16],0.9951142405518034,0.2806210465784934,0.9962638310102027,0.28349626221966645,0.9964070135096292,0.27586206896551724,0.9959758551307847,0.2660919540229885,0.9949698189134809,0.2925287356321839,0.9957461518231803,0.0005932112878885781,0.27972001348376996,0.008714849612023462,0.9871234766613014,0.2786363636363636,{'C': 1.0}
3,SVM,SIFT,512,None,1,False,8,[16],0.998563011927001,0.32202415181138583,0.9972697226613019,0.31684876365727427,0.9972693302673182,0.31264367816091954,0.9979879275653923,0.3160919540229885,0.9966944524288589,0.31264367816091954,0.9975568889699744,0.0006491577557353919,0.31605044516269754,0.00345069063631197,0.9973557139572315,0.32272727272727275,"{'kernel': 'poly', 'C': 1.0, 'class_weight': 'balanced', 'gamma': 'scale'}"
